T18DryRun-00001	M99990060	1	1.0000	Baseline-0
T18DryRun-00001	M99990157	2	0.5000	Baseline-0
T18DryRun-00001	N23813074	3	0.3333	Baseline-0
T18DryRun-00001	M99990937	4	0.2500	Baseline-0
T18DryRun-00001	N23813090	5	0.2000	Baseline-0
T18DryRun-00001	N23813011	6	0.1667	Baseline-0
T18DryRun-00001	N23813080	7	0.1429	Baseline-0
T18DryRun-00001	N23813102	8	0.1250	Baseline-0
T18DryRun-00001	B99990655	9	0.1111	Baseline-0
T18DryRun-00001	M99990384	10	0.1000	Baseline-0
T18DryRun-00001	N23812983	11	0.0909	Baseline-0
T18DryRun-00001	B99990520	12	0.0833	Baseline-0
T18DryRun-00001	B99990446	13	0.0769	Baseline-0
T18DryRun-00001	M99990981	14	0.0714	Baseline-0
T18DryRun-00001	N23812918	15	0.0667	Baseline-0
T18DryRun-00001	E99990658	16	0.0625	Baseline-0
T18DryRun-00001	A99990001	17	0.0588	Baseline-0
T18DryRun-00001	N23812892	18	0.0556	Baseline-0
T18DryRun-00001	B99990899	19	0.0526	Baseline-0
T18DryRun-00001	M99990031	20	0.0500	Baseline-0
T18DryRun-00001	M99990918	21	0.0476	Baseline-0
T18DryRun-00001	N23812915	22	0.0455	Baseline-0
T18DryRun-00001	N23813065	23	0.0435	Baseline-0
T18DryRun-00001	A99990191	24	0.0417	Baseline-0
T18DryRun-00001	N23813018	25	0.0400	Baseline-0
T18DryRun-00001	N23812939	26	0.0385	Baseline-0
T18DryRun-00001	N23812899	27	0.0370	Baseline-0
T18DryRun-00001	N23813083	28	0.0357	Baseline-0
T18DryRun-00001	E99990915	29	0.0345	Baseline-0
T18DryRun-00001	N23812853	30	0.0333	Baseline-0
T18DryRun-00001	E99990523	31	0.0323	Baseline-0
T18DryRun-00001	E99990904	32	0.0312	Baseline-0
T18DryRun-00001	N23813129	33	0.0303	Baseline-0
T18DryRun-00001	M99990178	34	0.0294	Baseline-0
T18DryRun-00001	N23812882	35	0.0286	Baseline-0
T18DryRun-00001	N23812900	36	0.0278	Baseline-0
T18DryRun-00001	N23812919	37	0.0270	Baseline-0
T18DryRun-00001	A99990841	38	0.0263	Baseline-0
T18DryRun-00001	N23813010	39	0.0256	Baseline-0
T18DryRun-00001	G99990634	40	0.0250	Baseline-0
T18DryRun-00001	G99990229	41	0.0244	Baseline-0
T18DryRun-00001	B99990010	42	0.0238	Baseline-0
T18DryRun-00001	E99990760	43	0.0233	Baseline-0
T18DryRun-00001	M99990906	44	0.0227	Baseline-0
T18DryRun-00001	N23812924	45	0.0222	Baseline-0
T18DryRun-00001	N23813013	46	0.0217	Baseline-0
T18DryRun-00001	M99990398	47	0.0213	Baseline-0
T18DryRun-00001	N23813082	48	0.0208	Baseline-0
T18DryRun-00001	A99990461	49	0.0204	Baseline-0
T18DryRun-00001	N23812908	50	0.0200	Baseline-0
T18DryRun-00001	N23812828	51	0.0196	Baseline-0
T18DryRun-00001	N23812840	52	0.0192	Baseline-0
T18DryRun-00001	N23812902	53	0.0189	Baseline-0
T18DryRun-00001	N23813100	54	0.0185	Baseline-0
T18DryRun-00001	N23812822	55	0.0182	Baseline-0
T18DryRun-00001	N23813081	56	0.0179	Baseline-0
T18DryRun-00001	N23813107	57	0.0175	Baseline-0
T18DryRun-00001	E99990055	58	0.0172	Baseline-0
T18DryRun-00001	N23812841	59	0.0169	Baseline-0
T18DryRun-00001	G99990372	60	0.0167	Baseline-0
T18DryRun-00001	N23812957	61	0.0164	Baseline-0
T18DryRun-00001	N23812830	62	0.0161	Baseline-0
T18DryRun-00001	M99990142	63	0.0159	Baseline-0
T18DryRun-00001	N23812881	64	0.0156	Baseline-0
T18DryRun-00001	N23813117	65	0.0154	Baseline-0
T18DryRun-00001	N23813099	66	0.0152	Baseline-0
T18DryRun-00001	N23812856	67	0.0149	Baseline-0
T18DryRun-00001	A99990994	68	0.0147	Baseline-0
T18DryRun-00001	N23812956	69	0.0145	Baseline-0
T18DryRun-00001	N23813063	70	0.0143	Baseline-0
T18DryRun-00001	N23812942	71	0.0141	Baseline-0
T18DryRun-00001	M99990517	72	0.0139	Baseline-0
T18DryRun-00001	N23812991	73	0.0137	Baseline-0
T18DryRun-00001	K99990324	74	0.0135	Baseline-0
T18DryRun-00001	N23813118	75	0.0133	Baseline-0
T18DryRun-00001	N23812985	76	0.0132	Baseline-0
T18DryRun-00001	M99990131	77	0.0130	Baseline-0
T18DryRun-00001	M99990747	78	0.0128	Baseline-0
T18DryRun-00001	N23813028	79	0.0127	Baseline-0
T18DryRun-00001	C99990660	80	0.0125	Baseline-0
T18DryRun-00001	M99990420	81	0.0123	Baseline-0
T18DryRun-00001	K99990016	82	0.0122	Baseline-0
T18DryRun-00001	N23812860	83	0.0120	Baseline-0
T18DryRun-00001	M99990352	84	0.0119	Baseline-0
T18DryRun-00001	A99990285	85	0.0118	Baseline-0
T18DryRun-00001	N23812980	86	0.0116	Baseline-0
T18DryRun-00001	M99990804	87	0.0115	Baseline-0
T18DryRun-00001	M99990867	88	0.0114	Baseline-0
T18DryRun-00001	N23813069	89	0.0112	Baseline-0
T18DryRun-00001	N23813115	90	0.0111	Baseline-0
T18DryRun-00001	M99990715	91	0.0110	Baseline-0
T18DryRun-00001	N23813073	92	0.0109	Baseline-0
T18DryRun-00001	N23812997	93	0.0108	Baseline-0
T18DryRun-00001	M99990646	94	0.0106	Baseline-0
T18DryRun-00001	M99990305	95	0.0105	Baseline-0
T18DryRun-00001	N23813041	96	0.0104	Baseline-0
T18DryRun-00001	B99990944	97	0.0103	Baseline-0
T18DryRun-00001	E99990208	98	0.0102	Baseline-0
T18DryRun-00001	M99990307	99	0.0101	Baseline-0
T18DryRun-00001	N23812994	100	0.0100	Baseline-0
T18DryRun-00001	M99990034	101	0.0099	Baseline-0
T18DryRun-00001	N23813007	102	0.0098	Baseline-0
T18DryRun-00001	N23813024	103	0.0097	Baseline-0
T18DryRun-00001	M99990515	104	0.0096	Baseline-0
T18DryRun-00001	N23813072	105	0.0095	Baseline-0
T18DryRun-00001	M99990123	106	0.0094	Baseline-0
T18DryRun-00001	E99990444	107	0.0093	Baseline-0
T18DryRun-00001	M99990165	108	0.0093	Baseline-0
T18DryRun-00001	N23813093	109	0.0092	Baseline-0
T18DryRun-00001	M99990649	110	0.0091	Baseline-0
T18DryRun-00001	N23812865	111	0.0090	Baseline-0
T18DryRun-00001	N23812986	112	0.0089	Baseline-0
T18DryRun-00001	N23813131	113	0.0088	Baseline-0
T18DryRun-00001	N23813057	114	0.0088	Baseline-0
T18DryRun-00001	N23812870	115	0.0087	Baseline-0
T18DryRun-00001	N23813006	116	0.0086	Baseline-0
T18DryRun-00001	B99990356	117	0.0085	Baseline-0
T18DryRun-00001	N23813126	118	0.0085	Baseline-0
T18DryRun-00001	M99990212	119	0.0084	Baseline-0
T18DryRun-00001	M99990399	120	0.0083	Baseline-0
